iter	Passed	Remaining
1666	28090	14036
1667	28107	14019
1668	28121	14002
1669	28137	13984
1670	28151	13966
1671	28168	13949
1672	28185	13932
1673	28203	13916
1674	28221	13900
1675	28239	13883
1676	28258	13867
1677	28277	13852
1678	28295	13835
1679	28313	13819
1680	28330	13802
1681	28348	13786
1682	28365	13769
1683	28380	13751
1684	28396	13735
1685	28415	13719
1686	28433	13702
1687	28450	13685
1688	28469	13669
1689	28487	13653
1690	28505	13637
1691	28523	13621
1692	28540	13604
1693	28557	13587
1694	28572	13569
1695	28588	13552
1696	28605	13535
1697	28620	13517
1698	28637	13501
1699	28657	13485
1700	28671	13467
1701	28690	13451
1702	28707	13435
1703	28722	13417
1704	28739	13400
1705	28756	13383
1706	28770	13365
1707	28789	13349
1708	28806	13333
1709	28824	13316
1710	28842	13300
1711	28858	13282
1712	28875	13266
1713	28890	13248
1714	28908	13232
1715	28926	13215
1716	28941	13197
1717	28957	13181
1718	28974	13164
1719	28989	13146
1720	29004	13128
1721	29021	13111
1722	29039	13095
1723	29056	13078
1724	29070	13060
1725	29086	13043
1726	29102	13026
1727	29118	13009
1728	29136	12992
1729	29152	12975
1730	29170	12959
1731	29186	12941
1732	29204	12925
1733	29219	12907
1734	29236	12890
1735	29251	12873
1736	29268	12856
1737	29283	12838
1738	29300	12822
1739	29315	12804
1740	29331	12787
1741	29349	12770
1742	29366	12754
1743	29380	12736
1744	29397	12719
1745	29413	12702
1746	29430	12685
1747	29447	12668
1748	29464	12651
1749	29482	12635
1750	29500	12618
1751	29517	12602
1752	29534	12585
1753	29549	12568
1754	29567	12551
1755	29584	12534
1756	29602	12518
1757	29618	12501
1758	29635	12484
1759	29650	12466
1760	29667	12450
1761	29686	12434
1762	29705	12417
1763	29720	12400
1764	29737	12383
1765	29755	12367
1766	29772	12350
1767	29789	12333
1768	29806	12316
1769	29822	12299
1770	29840	12283
1771	29854	12265
1772	29871	12248
1773	29888	12231
1774	29905	12215
1775	29921	12197
1776	29936	12180
1777	29954	12163
1778	29971	12146
1779	29986	12129
1780	30004	12112
1781	30021	12096
1782	30039	12079
1783	30057	12063
1784	30073	12046
1785	30091	12029
1786	30110	12013
1787	30128	11997
1788	30145	11980
1789	30164	11964
1790	30183	11948
1791	30198	11931
1792	30215	11914
1793	30232	11897
1794	30251	11881
1795	30269	11864
1796	30286	11848
1797	30303	11831
1798	30320	11814
1799	30338	11798
1800	30353	11780
1801	30371	11764
1802	30389	11747
1803	30406	11731
1804	30420	11713
1805	30437	11696
1806	30456	11680
1807	30473	11663
1808	30488	11646
1809	30507	11629
1810	30522	11612
1811	30542	11596
1812	30560	11580
1813	30578	11563
1814	30596	11547
1815	30614	11531
1816	30629	11513
1817	30644	11496
1818	30661	11479
1819	30679	11462
1820	30695	11445
1821	30714	11429
1822	30730	11412
1823	30748	11395
1824	30765	11379
1825	30782	11362
1826	30798	11345
1827	30816	11328
1828	30833	11311
1829	30851	11295
1830	30868	11278
1831	30885	11261
1832	30902	11245
1833	30918	11227
1834	30935	11210
1835	30954	11194
1836	30971	11177
1837	30989	11161
1838	31007	11145
1839	31024	11128
1840	31038	11110
1841	31056	11093
1842	31070	11076
1843	31085	11058
1844	31103	11042
1845	31122	11026
1846	31140	11009
1847	31158	10993
1848	31175	10976
1849	31190	10958
1850	31208	10942
1851	31227	10926
1852	31246	10909
1853	31264	10893
1854	31280	10876
1855	31296	10859
1856	31313	10842
1857	31327	10824
1858	31346	10808
1859	31363	10791
1860	31382	10775
1861	31399	10758
1862	31417	10742
1863	31432	10724
1864	31448	10707
1865	31465	10691
1866	31480	10673
1867	31497	10656
1868	31515	10639
1869	31531	10622
1870	31549	10606
1871	31566	10589
1872	31583	10572
1873	31598	10555
1874	31615	10538
1875	31631	10521
1876	31648	10504
1877	31662	10486
1878	31677	10469
1879	31695	10452
1880	31711	10435
1881	31727	10418
1882	31744	10401
1883	31762	10385
1884	31778	10367
1885	31797	10351
1886	31814	10335
1887	31830	10317
1888	31847	10301
1889	31863	10283
1890	31879	10266
1891	31895	10249
1892	31913	10233
1893	31928	10215
1894	31945	10198
1895	31962	10182
1896	31979	10165
1897	31994	10147
1898	32012	10131
1899	32029	10114
1900	32047	10098
1901	32065	10081
1902	32083	10065
1903	32100	10048
1904	32117	10031
1905	32134	10014
1906	32152	9998
1907	32167	9980
1908	32183	9963
1909	32198	9946
1910	32212	9928
1911	32230	9911
1912	32245	9894
1913	32262	9877
1914	32281	9861
1915	32298	9844
1916	32315	9827
1917	32332	9810
1918	32350	9794
1919	32366	9777
1920	32383	9760
1921	32401	9743
1922	32416	9726
1923	32434	9710
1924	32452	9693
1925	32470	9677
1926	32487	9660
1927	32506	9644
1928	32525	9627
1929	32540	9610
1930	32554	9592
1931	32571	9575
1932	32589	9559
1933	32607	9542
1934	32622	9525
1935	32638	9508
1936	32653	9490
1937	32671	9474
1938	32687	9457
1939	32704	9440
1940	32721	9423
1941	32738	9406
1942	32752	9389
1943	32767	9371
1944	32786	9355
1945	32801	9338
1946	32818	9321
1947	32834	9304
1948	32851	9287
1949	32868	9270
1950	32884	9253
1951	32901	9236
1952	32916	9219
1953	32934	9202
1954	32951	9185
1955	32968	9169
1956	32982	9151
1957	33001	9135
1958	33017	9118
1959	33031	9100
1960	33047	9083
1961	33064	9066
1962	33082	9049
1963	33099	9033
1964	33116	9016
1965	33133	8999
1966	33151	8982
1967	33167	8966
1968	33185	8949
1969	33203	8932
1970	33218	8915
1971	33234	8898
1972	33251	8881
1973	33268	8864
1974	33286	8848
1975	33305	8832
1976	33319	8814
1977	33336	8797
1978	33354	8780
1979	33371	8764
1980	33389	8747
1981	33408	8731
1982	33423	8713
1983	33443	8697
1984	33459	8680
1985	33476	8664
1986	33491	8646
1987	33507	8629
1988	33525	8613
1989	33542	8596
1990	33560	8579
1991	33577	8562
1992	33596	8546
1993	33613	8529
1994	33631	8513
1995	33646	8495
1996	33661	8478
1997	33675	8460
1998	33692	8444
1999	33710	8427
2000	33725	8410
2001	33741	8393
2002	33760	8376
2003	33777	8360
2004	33794	8343
2005	33812	8326
2006	33826	8309
2007	33844	8292
2008	33859	8275
2009	33875	8258
2010	33894	8241
2011	33912	8225
2012	33928	8208
2013	33945	8191
2014	33964	8174
2015	33982	8158
2016	34000	8141
2017	34017	8125
2018	34034	8108
2019	34048	8090
2020	34067	8074
2021	34085	8057
2022	34102	8040
2023	34120	8024
2024	34140	8008
2025	34159	7991
2026	34176	7975
2027	34194	7958
2028	34210	7941
2029	34227	7924
2030	34244	7907
2031	34262	7891
2032	34278	7873
2033	34294	7857
2034	34308	7839
2035	34326	7823
2036	34343	7806
2037	34358	7788
2038	34373	7771
2039	34392	7755
2040	34407	7737
2041	34425	7721
2042	34441	7704
2043	34459	7687
2044	34476	7670
2045	34491	7653
2046	34508	7636
2047	34523	7619
2048	34538	7602
2049	34553	7584
2050	34570	7568
2051	34587	7551
2052	34601	7533
2053	34616	7516
2054	34635	7500
2055	34650	7482
2056	34667	7465
2057	34685	7449
2058	34699	7432
2059	34718	7415
2060	34733	7398
2061	34748	7381
2062	34766	7364
2063	34782	7347
2064	34797	7330
2065	34816	7313
2066	34834	7297
2067	34847	7279
2068	34865	7262
2069	34883	7246
2070	34900	7229
2071	34917	7212
2072	34933	7195
2073	34950	7178
2074	34966	7161
2075	34985	7145
2076	35000	7128
2077	35019	7111
2078	35036	7094
2079	35055	7078
2080	35069	7061
2081	35085	7044
2082	35103	7027
2083	35120	7010
2084	35137	6993
2085	35154	6977
2086	35172	6960
2087	35191	6943
2088	35209	6927
2089	35227	6910
2090	35241	6893
2091	35259	6876
2092	35274	6859
2093	35293	6842
2094	35310	6826
2095	35324	6808
2096	35340	6791
2097	35359	6775
2098	35375	6758
2099	35391	6741
2100	35409	6724
2101	35426	6707
2102	35443	6690
2103	35462	6674
2104	35479	6657
2105	35498	6641
2106	35516	6624
2107	35534	6607
2108	35551	6591
2109	35568	6574
2110	35583	6556
2111	35600	6540
2112	35614	6522
2113	35630	6505
2114	35649	6489
2115	35668	6472
2116	35686	6456
2117	35706	6439
2118	35723	6423
2119	35739	6406
2120	35754	6388
2121	35769	6371
2122	35786	6354
2123	35804	6338
2124	35821	6321
2125	35837	6304
2126	35853	6287
2127	35871	6270
2128	35890	6254
2129	35906	6237
2130	35922	6220
2131	35940	6203
2132	35958	6186
2133	35971	6169
2134	35986	6152
2135	36003	6135
2136	36021	6118
2137	36037	6101
2138	36055	6085
2139	36072	6068
2140	36090	6051
2141	36110	6035
2142	36128	6018
2143	36146	6001
2144	36165	5985
2145	36180	5968
2146	36197	5951
2147	36215	5934
2148	36232	5917
2149	36249	5901
2150	36266	5884
2151	36284	5867
2152	36301	5850
2153	36317	5833
2154	36335	5817
2155	36352	5800
2156	36367	5783
2157	36386	5766
2158	36402	5749
2159	36419	5732
2160	36437	5715
2161	36453	5698
2162	36471	5682
2163	36490	5665
2164	36504	5648
2165	36519	5631
2166	36537	5614
2167	36554	5597
2168	36572	5581
2169	36589	5564
2170	36608	5547
2171	36624	5530
2172	36641	5513
2173	36661	5497
2174	36676	5480
2175	36695	5463
2176	36712	5447
2177	36730	5430
2178	36748	5413
2179	36766	5396
2180	36782	5379
2181	36799	5363
2182	36818	5346
2183	36833	5329
2184	36851	5312
2185	36870	5296
2186	36888	5279
2187	36905	5262
2188	36923	5245
2189	36939	5228
2190	36957	5212
2191	36975	5195
2192	36993	5178
2193	37011	5162
2194	37027	5145
2195	37042	5127
2196	37061	5111
2197	37079	5094
2198	37096	5077
2199	37111	5060
2200	37129	5043
2201	37148	5027
2202	37166	5010
2203	37180	4993
2204	37198	4976
2205	37215	4959
2206	37233	4943
2207	37250	4926
2208	37265	4909
2209	37283	4892
2210	37298	4875
2211	37315	4858
2212	37332	4841
2213	37349	4824
2214	37367	4808
2215	37382	4790
2216	37395	4773
2217	37414	4756
2218	37431	4740
2219	37450	4723
2220	37466	4706
2221	37483	4689
2222	37501	4672
2223	37521	4656
2224	37539	4639
2225	37557	4622
2226	37573	4605
2227	37587	4588
2228	37604	4571
2229	37622	4555
2230	37640	4538
2231	37657	4521
2232	37674	4504
2233	37690	4487
2234	37706	4470
2235	37719	4453
2236	37733	4436
2237	37751	4419
2238	37766	4402
2239	37783	4385
2240	37798	4368
2241	37815	4351
2242	37832	4334
2243	37849	4317
2244	37864	4300
2245	37880	4283
2246	37895	4266
2247	37913	4250
2248	37930	4233
2249	37948	4216
2250	37967	4199
2251	37986	4183
2252	38004	4166
2253	38019	4149
2254	38035	4132
2255	38053	4115
2256	38072	4099
2257	38087	4081
2258	38104	4065
2259	38119	4048
2260	38136	4031
2261	38151	4014
2262	38169	3997
2263	38189	3980
2264	38206	3964
2265	38224	3947
2266	38243	3930
2267	38259	3913
2268	38278	3897
2269	38296	3880
2270	38313	3863
2271	38331	3846
2272	38345	3829
2273	38361	3812
2274	38375	3795
2275	38394	3778
2276	38411	3761
2277	38428	3745
2278	38446	3728
2279	38461	3711
2280	38480	3694
2281	38499	3677
2282	38517	3661
2283	38532	3644
2284	38549	3627
2285	38566	3610
2286	38581	3593
2287	38597	3576
2288	38614	3559
2289	38630	3542
2290	38647	3525
2291	38666	3508
2292	38683	3492
2293	38701	3475
2294	38719	3458
2295	38734	3441
2296	38753	3424
2297	38768	3407
2298	38783	3390
2299	38798	3373
2300	38813	3356
2301	38831	3340
2302	38849	3323
2303	38865	3306
2304	38881	3289
2305	38899	3272
2306	38916	3255
2307	38932	3238
2308	38949	3221
2309	38968	3205
2310	38985	3188
2311	39003	3171
2312	39020	3154
2313	39037	3137
2314	39054	3120
2315	39069	3103
2316	39083	3086
2317	39100	3070
2318	39115	3053
2319	39132	3036
2320	39150	3019
2321	39164	3002
2322	39181	2985
2323	39196	2968
2324	39213	2951
2325	39229	2934
2326	39244	2917
2327	39262	2900
2328	39280	2884
2329	39297	2867
2330	39311	2850
2331	39327	2833
2332	39346	2816
2333	39360	2799
2334	39378	2782
2335	39396	2765
2336	39414	2749
2337	39431	2732
2338	39446	2715
2339	39465	2698
2340	39480	2681
2341	39497	2664
2342	39515	2647
2343	39531	2630
2344	39550	2614
2345	39568	2597
2346	39585	2580
2347	39600	2563
2348	39616	2546
2349	39632	2529
2350	39650	2512
2351	39666	2496
2352	39683	2479
2353	39701	2462
2354	39717	2445
2355	39734	2428
2356	39749	2411
2357	39768	2394
2358	39784	2377
2359	39802	2361
2360	39819	2344
2361	39835	2327
2362	39848	2310
2363	39865	2293
2364	39884	2276
2365	39901	2259
2366	39919	2243
2367	39934	2226
2368	39950	2209
2369	39964	2192
2370	39978	2175
2371	39993	2158
2372	40012	2141
2373	40030	2124
2374	40044	2107
2375	40062	2090
2376	40081	2074
2377	40098	2057
2378	40114	2040
2379	40130	2023
2380	40146	2006
2381	40163	1989
2382	40181	1972
2383	40199	1956
2384	40217	1939
2385	40235	1922
2386	40253	1905
2387	40271	1888
2388	40288	1871
2389	40305	1855
2390	40322	1838
2391	40339	1821
2392	40356	1804
2393	40373	1787
2394	40392	1770
2395	40407	1753
2396	40425	1737
2397	40443	1720
2398	40462	1703
2399	40477	1686
2400	40494	1669
2401	40514	1652
2402	40533	1636
2403	40549	1619
2404	40566	1602
2405	40582	1585
2406	40599	1568
2407	40619	1551
2408	40635	1535
2409	40649	1518
2410	40666	1501
2411	40681	1484
2412	40699	1467
2413	40717	1450
2414	40731	1433
2415	40751	1416
2416	40767	1399
2417	40781	1383
2418	40797	1366
2419	40811	1349
2420	40826	1332
2421	40841	1315
2422	40858	1298
2423	40876	1281
2424	40893	1264
2425	40910	1247
2426	40926	1231
2427	40940	1214
2428	40956	1197
2429	40974	1180
2430	40988	1163
2431	41003	1146
2432	41019	1129
2433	41036	1112
2434	41054	1095
2435	41069	1078
2436	41086	1062
2437	41104	1045
2438	41122	1028
2439	41141	1011
2440	41158	994
2441	41175	977
2442	41191	961
2443	41206	944
2444	41221	927
2445	41238	910
2446	41253	893
2447	41271	876
2448	41287	859
2449	41306	842
2450	41323	826
2451	41340	809
2452	41359	792
2453	41376	775
2454	41393	758
2455	41412	741
2456	41427	725
2457	41444	708
2458	41459	691
2459	41476	674
2460	41494	657
2461	41511	640
2462	41526	623
2463	41544	606
2464	41562	590
2465	41580	573
2466	41598	556
2467	41615	539
2468	41632	522
2469	41649	505
2470	41664	488
2471	41682	472
2472	41698	455
2473	41716	438
2474	41733	421
2475	41750	404
2476	41765	387
2477	41781	370
2478	41799	354
2479	41817	337
2480	41833	320
2481	41849	303
2482	41865	286
2483	41884	269
2484	41902	252
2485	41918	236
2486	41931	219
2487	41948	202
2488	41963	185
2489	41980	168
2490	41997	151
2491	42013	134
2492	42031	118
2493	42047	101
2494	42065	84
2495	42083	67
2496	42102	50
2497	42119	33
2498	42137	16
2499	42153	0
