iter	RMSE
1665	1.507283875
1666	1.507202452
1667	1.507072896
1668	1.506969146
1669	1.506858457
1670	1.506711772
1671	1.506641665
1672	1.506573803
1673	1.506455312
1674	1.506326729
1675	1.5061768
1676	1.506143791
1677	1.506055654
1678	1.505945226
1679	1.505845432
1680	1.505766024
1681	1.505694706
1682	1.505659602
1683	1.505575846
1684	1.505491055
1685	1.505418864
1686	1.5053115
1687	1.505260542
1688	1.505187855
1689	1.505086132
1690	1.505016491
1691	1.504794521
1692	1.504760088
1693	1.504682802
1694	1.504593508
1695	1.50449834
1696	1.504393613
1697	1.504306624
1698	1.504118823
1699	1.504067017
1700	1.504004544
1701	1.503841359
1702	1.503726547
1703	1.503590795
1704	1.503493722
1705	1.503442099
1706	1.503318595
1707	1.503222887
1708	1.503121753
1709	1.502991269
1710	1.502874103
1711	1.502773208
1712	1.502638892
1713	1.502499198
1714	1.502452937
1715	1.502312541
1716	1.502173727
1717	1.502001242
1718	1.501923557
1719	1.501847289
1720	1.501725052
1721	1.501637735
1722	1.501514723
1723	1.501477186
1724	1.501375277
1725	1.501269512
1726	1.501182056
1727	1.501128063
1728	1.501040407
1729	1.500985895
1730	1.500938476
1731	1.500858022
1732	1.500721093
1733	1.50064981
1734	1.500537564
1735	1.500401059
1736	1.500301778
1737	1.500236689
1738	1.500080031
1739	1.499975896
1740	1.499876525
1741	1.499744664
1742	1.499672865
1743	1.499562194
1744	1.499428246
1745	1.499283238
1746	1.499177085
1747	1.499099392
1748	1.498963254
1749	1.498851659
1750	1.498802236
1751	1.498730083
1752	1.498604306
1753	1.498534416
1754	1.498459867
1755	1.498347949
1756	1.498272291
1757	1.498183599
1758	1.4980375
1759	1.497932927
1760	1.497815535
1761	1.49772688
1762	1.497675598
1763	1.49753467
1764	1.497427245
1765	1.497381265
1766	1.4973497
1767	1.497276226
1768	1.497199806
1769	1.497162795
1770	1.497090472
1771	1.496930968
1772	1.496861349
1773	1.496799692
1774	1.496715065
1775	1.496683168
1776	1.496595424
1777	1.496479138
1778	1.49641351
1779	1.496352475
1780	1.496234719
1781	1.496156979
1782	1.496073552
1783	1.495930796
1784	1.495814911
1785	1.495776203
1786	1.495714561
1787	1.495682462
1788	1.495577509
1789	1.495523623
1790	1.495428077
1791	1.495331936
1792	1.495209681
1793	1.495141705
1794	1.495113466
1795	1.494998903
1796	1.494909048
1797	1.494854686
1798	1.494806604
1799	1.494650972
1800	1.494542042
1801	1.494444242
1802	1.494327104
1803	1.494163394
1804	1.494065922
1805	1.493909142
1806	1.493821973
1807	1.493679538
1808	1.493607842
1809	1.493503637
1810	1.493376327
1811	1.493262698
1812	1.493207119
1813	1.493116125
1814	1.493038486
1815	1.492931471
1816	1.492806437
1817	1.492698998
1818	1.492627943
1819	1.492550093
1820	1.492495886
1821	1.492423617
1822	1.492326789
1823	1.492229956
1824	1.492126435
1825	1.492059409
1826	1.491962616
1827	1.491921317
1828	1.491849954
1829	1.491763655
1830	1.491565845
1831	1.491429821
1832	1.491324083
1833	1.491197924
1834	1.491087817
1835	1.4910377
1836	1.490941816
1837	1.490882123
1838	1.490802442
1839	1.490741693
1840	1.490598935
1841	1.49052841
1842	1.49041795
1843	1.490351769
1844	1.490293452
1845	1.4901491
1846	1.490078636
1847	1.490043369
1848	1.489880798
1849	1.489783444
1850	1.489693401
1851	1.4896233
1852	1.489550628
1853	1.489451983
1854	1.48928419
1855	1.489190268
1856	1.489112245
1857	1.488973857
1858	1.488832575
1859	1.488718931
1860	1.488631479
1861	1.488524602
1862	1.48843532
1863	1.488296893
1864	1.488154833
1865	1.488070604
1866	1.487953994
1867	1.487859377
1868	1.487789754
1869	1.487639962
1870	1.487574918
1871	1.48745664
1872	1.487394728
1873	1.487335514
1874	1.487259144
1875	1.487159288
1876	1.487065985
1877	1.486983158
1878	1.486845474
1879	1.486749992
1880	1.486626408
1881	1.486570742
1882	1.486499238
1883	1.486417726
1884	1.486307102
1885	1.486195571
1886	1.486139833
1887	1.486033846
1888	1.485959142
1889	1.485844675
1890	1.485745179
1891	1.4856425
1892	1.485492123
1893	1.485361815
1894	1.485212462
1895	1.485151102
1896	1.485072612
1897	1.484978125
1898	1.48489857
1899	1.484837086
1900	1.484727737
1901	1.484672882
1902	1.484530897
1903	1.484396904
1904	1.484308234
1905	1.484161928
1906	1.484059973
1907	1.48397259
1908	1.483871883
1909	1.483826756
1910	1.483694691
1911	1.483638931
1912	1.483537119
1913	1.483475098
1914	1.483403516
1915	1.483335206
1916	1.483278773
1917	1.48322161
1918	1.483180501
1919	1.483056167
1920	1.482917787
1921	1.482817457
1922	1.482731912
1923	1.482640752
1924	1.48250977
1925	1.482444121
1926	1.482302209
1927	1.482251833
1928	1.482148867
1929	1.482086354
1930	1.481969278
1931	1.481849445
1932	1.481740362
1933	1.481672182
1934	1.481630457
1935	1.481576496
1936	1.481461919
1937	1.481393632
1938	1.481285848
1939	1.48121778
1940	1.481158236
1941	1.481092537
1942	1.480978693
1943	1.480936378
1944	1.480910702
1945	1.480816078
1946	1.480752075
1947	1.480672468
1948	1.48057328
1949	1.480471251
1950	1.480388844
1951	1.480259507
1952	1.480123155
1953	1.480066126
1954	1.48000604
1955	1.479891684
1956	1.479784037
1957	1.479698114
1958	1.479538888
1959	1.47941715
1960	1.479259239
1961	1.479159718
1962	1.479083956
1963	1.478978092
1964	1.478898324
1965	1.478787443
1966	1.478740201
1967	1.478616979
1968	1.47849198
1969	1.478448519
1970	1.478317674
1971	1.478181861
1972	1.478116218
1973	1.478012897
1974	1.477871657
1975	1.477787535
1976	1.477613082
1977	1.477490568
1978	1.477361251
1979	1.477298769
1980	1.47725303
1981	1.477229885
1982	1.47719268
1983	1.477078225
1984	1.476980878
1985	1.476938611
1986	1.476841106
1987	1.476777614
1988	1.47663307
1989	1.476567904
1990	1.476542875
1991	1.476458481
1992	1.476387242
1993	1.476318162
1994	1.476176558
1995	1.476036444
1996	1.475931518
1997	1.47585498
1998	1.475759923
1999	1.475692236
2000	1.475691699
2001	1.475554203
2002	1.475462099
2003	1.475344602
2004	1.475277418
2005	1.475181645
2006	1.47509203
2007	1.475067871
2008	1.47494014
2009	1.474879929
2010	1.474859309
2011	1.474835243
2012	1.47474496
2013	1.474680104
2014	1.474593882
2015	1.47453564
2016	1.474451239
2017	1.474404426
2018	1.474327706
2019	1.474241637
2020	1.474131374
2021	1.47403824
2022	1.473968022
2023	1.473913442
2024	1.473824293
2025	1.473744804
2026	1.473568846
2027	1.473526412
2028	1.473458734
2029	1.473410768
2030	1.473330545
2031	1.473259391
2032	1.473205563
2033	1.473127296
2034	1.473065072
2035	1.473030997
2036	1.472943736
2037	1.472829023
2038	1.472655374
2039	1.472576914
2040	1.472465288
2041	1.472377976
2042	1.472273839
2043	1.472203534
2044	1.472113334
2045	1.472019267
2046	1.471901791
2047	1.471777227
2048	1.471624492
2049	1.471485926
2050	1.471387222
2051	1.471214251
2052	1.471113339
2053	1.470953182
2054	1.470838861
2055	1.470703037
2056	1.470577514
2057	1.470465902
2058	1.470370092
2059	1.470295646
2060	1.470233922
2061	1.470078717
2062	1.469984012
2063	1.469923816
2064	1.46987402
2065	1.469811716
2066	1.469763596
2067	1.469703823
2068	1.469621641
2069	1.46959569
2070	1.469543222
2071	1.469430727
2072	1.469354121
2073	1.469261352
2074	1.469149463
2075	1.469047892
2076	1.468938323
2077	1.468852444
2078	1.468695715
2079	1.468603668
2080	1.468518526
2081	1.468515784
2082	1.468386288
2083	1.468352501
2084	1.468251502
2085	1.468109762
2086	1.468056258
2087	1.467963571
2088	1.467866084
2089	1.467843373
2090	1.467715695
2091	1.467626678
2092	1.467561984
2093	1.467457852
2094	1.467287206
2095	1.467152804
2096	1.467038759
2097	1.466963951
2098	1.46684134
2099	1.466797006
2100	1.466743781
2101	1.466649497
2102	1.466554499
2103	1.466500796
2104	1.466433121
2105	1.466314766
2106	1.466164034
2107	1.466029416
2108	1.465950453
2109	1.465846796
2110	1.465755447
2111	1.465678637
2112	1.465571144
2113	1.465445372
2114	1.465367018
2115	1.465305531
2116	1.465215573
2117	1.465141565
2118	1.465029744
2119	1.4649659
2120	1.464853452
2121	1.46477721
2122	1.464733971
2123	1.464677388
2124	1.464574424
2125	1.464526374
2126	1.464479904
2127	1.464469924
2128	1.46445155
2129	1.464384073
2130	1.464337234
2131	1.464221074
2132	1.464150328
2133	1.464054454
2134	1.463975603
2135	1.463928493
2136	1.463801868
2137	1.463697128
2138	1.463645567
2139	1.463547422
2140	1.46347588
2141	1.46339269
2142	1.463281723
2143	1.463170263
2144	1.463030657
2145	1.462948478
2146	1.462823882
2147	1.46274044
2148	1.462606517
2149	1.46254452
2150	1.462430444
2151	1.462346818
2152	1.462272021
2153	1.462117862
2154	1.461989734
2155	1.461871031
2156	1.461814266
2157	1.461747401
2158	1.461701516
2159	1.461667939
2160	1.461514172
2161	1.46142449
2162	1.461310015
2163	1.461216205
2164	1.461128053
2165	1.461005999
2166	1.460923456
2167	1.460867926
2168	1.460821532
2169	1.460658645
2170	1.460618208
2171	1.460570856
2172	1.460488749
2173	1.460393649
2174	1.460334039
2175	1.460253317
2176	1.460127314
2177	1.460026794
2178	1.4599599
2179	1.45983537
2180	1.459742752
2181	1.459629003
2182	1.459604977
2183	1.459535922
2184	1.459471884
2185	1.459408622
2186	1.459310987
2187	1.459259172
2188	1.459177041
2189	1.459035802
2190	1.458930308
2191	1.458864418
2192	1.458800596
2193	1.458763622
2194	1.458729448
2195	1.458699735
2196	1.458621393
2197	1.458523025
2198	1.458436259
2199	1.45840943
2200	1.458298444
2201	1.458234352
2202	1.458148345
2203	1.458008462
2204	1.457956876
2205	1.457864339
2206	1.457807901
2207	1.457689002
2208	1.457570787
2209	1.457486157
2210	1.457402387
2211	1.4573567
2212	1.457278127
2213	1.457127547
2214	1.457036243
2215	1.45692364
2216	1.456809837
2217	1.456764644
2218	1.456625065
2219	1.456563099
2220	1.456466953
2221	1.456450714
2222	1.456389981
2223	1.456279838
2224	1.45623102
2225	1.456179548
2226	1.456124627
2227	1.456077059
2228	1.455981737
2229	1.455932717
2230	1.455891531
2231	1.455789046
2232	1.455613114
2233	1.455535134
2234	1.455412023
2235	1.455292578
2236	1.455150144
2237	1.455054952
2238	1.454989611
2239	1.454880332
2240	1.454782101
2241	1.454631909
2242	1.454569672
2243	1.454461664
2244	1.454338758
2245	1.454252654
2246	1.454094483
2247	1.454015568
2248	1.453946235
2249	1.453908929
2250	1.453891304
2251	1.453844175
2252	1.453795128
2253	1.453703091
2254	1.453595903
2255	1.453464995
2256	1.453389812
2257	1.453261517
2258	1.453177081
2259	1.453015995
2260	1.452934283
2261	1.452803473
2262	1.452727289
2263	1.452690245
2264	1.452635401
2265	1.45257766
2266	1.452487091
2267	1.452451957
2268	1.452399268
2269	1.452319686
2270	1.452217758
2271	1.45215937
2272	1.452132435
2273	1.452011971
2274	1.451918346
2275	1.451781399
2276	1.451691903
2277	1.451658295
2278	1.451581148
2279	1.451499645
2280	1.451442861
2281	1.451358602
2282	1.451265958
2283	1.451219796
2284	1.451134232
2285	1.451062576
2286	1.450949727
2287	1.450818523
2288	1.450757658
2289	1.45063744
2290	1.450566633
2291	1.450432439
2292	1.450348979
2293	1.450322371
2294	1.450215155
2295	1.450144061
2296	1.450055742
2297	1.449978188
2298	1.449863646
2299	1.449795645
2300	1.449733065
2301	1.449661108
2302	1.449594048
2303	1.449497934
2304	1.449473072
2305	1.449413504
2306	1.449381967
2307	1.449314359
2308	1.449213756
2309	1.449157421
2310	1.449104012
2311	1.449009787
2312	1.448882552
2313	1.448824886
2314	1.448667458
2315	1.448547424
2316	1.448473177
2317	1.448395286
2318	1.448322192
2319	1.448209716
2320	1.448141266
2321	1.448065731
2322	1.447961341
2323	1.447832871
2324	1.447769652
2325	1.447686124
2326	1.447562771
2327	1.44750496
2328	1.447421563
2329	1.447276796
2330	1.44716737
2331	1.447085142
2332	1.447056114
2333	1.446919061
2334	1.446795607
2335	1.446766638
2336	1.44669496
2337	1.446620878
2338	1.446494355
2339	1.446465514
2340	1.446421476
2341	1.446322338
2342	1.446221843
2343	1.446115977
2344	1.44604117
2345	1.445965797
2346	1.445886524
2347	1.445825715
2348	1.445753402
2349	1.445667886
2350	1.445618058
2351	1.445480295
2352	1.445407518
2353	1.445370714
2354	1.445263066
2355	1.445234
2356	1.445183013
2357	1.445051286
2358	1.444984578
2359	1.444902424
2360	1.44484204
2361	1.444723798
2362	1.444595632
2363	1.444487487
2364	1.444422175
2365	1.444345375
2366	1.444255591
2367	1.44416357
2368	1.444081169
2369	1.444000375
2370	1.443875356
2371	1.443821046
2372	1.443688286
2373	1.443601289
2374	1.443472926
2375	1.443373352
2376	1.443284671
2377	1.443193239
2378	1.443122692
2379	1.443046058
2380	1.442944769
2381	1.442856319
2382	1.442812819
2383	1.442760708
2384	1.442712602
2385	1.442678132
2386	1.442618762
2387	1.442512332
2388	1.442379537
2389	1.4423082
2390	1.442225747
2391	1.442108711
2392	1.442018073
2393	1.441892676
2394	1.441836875
2395	1.441730394
2396	1.441634356
2397	1.441551999
2398	1.441460511
2399	1.441342979
2400	1.441311693
2401	1.441232653
2402	1.441114751
2403	1.441008577
2404	1.440889962
2405	1.440737273
2406	1.440609069
2407	1.440532541
2408	1.440460689
2409	1.44029429
2410	1.440216603
2411	1.440167487
2412	1.440052181
2413	1.439990802
2414	1.439892602
2415	1.439777812
2416	1.439692291
2417	1.439554505
2418	1.439449041
2419	1.43935067
2420	1.43927901
2421	1.439177018
2422	1.439025625
2423	1.438939951
2424	1.438813482
2425	1.438683118
2426	1.438641488
2427	1.438491246
2428	1.438402576
2429	1.438356001
2430	1.438258464
2431	1.438135276
2432	1.437986522
2433	1.43793285
2434	1.437897674
2435	1.437821604
2436	1.437751228
2437	1.437649692
2438	1.437562446
2439	1.437482301
2440	1.437421425
2441	1.43727276
2442	1.437209892
2443	1.437140153
2444	1.437072934
2445	1.437023697
2446	1.436890638
2447	1.436840306
2448	1.436773928
2449	1.436743653
2450	1.436670804
2451	1.436547969
2452	1.436470019
2453	1.436372792
2454	1.4363364
2455	1.436245738
2456	1.436172661
2457	1.436083445
2458	1.435952625
2459	1.435839046
2460	1.435726249
2461	1.435611891
2462	1.435524935
2463	1.435454803
2464	1.435347156
2465	1.435311564
2466	1.435129525
2467	1.435081065
2468	1.435007925
2469	1.434925621
2470	1.434831579
2471	1.434769983
2472	1.434697198
2473	1.43461084
2474	1.434519616
2475	1.434420905
2476	1.434309325
2477	1.434176294
2478	1.434081455
2479	1.434022501
2480	1.433981065
2481	1.433906807
2482	1.433830464
2483	1.433711244
2484	1.433657248
2485	1.433602243
2486	1.433516486
2487	1.433429647
2488	1.433328395
2489	1.433225403
2490	1.433126168
2491	1.433067386
2492	1.433013241
2493	1.432936299
2494	1.432870606
2495	1.432752396
2496	1.432716283
2497	1.432613048
2498	1.432541082
2499	1.432442061
