iter	RMSE
567	1.633968262
568	1.633868335
569	1.633709984
570	1.633560147
571	1.633410992
572	1.633260183
573	1.633004804
574	1.632791488
575	1.632617254
576	1.632442159
577	1.632280288
578	1.632075736
579	1.631944771
580	1.631818371
581	1.631741808
582	1.631663496
583	1.631488676
584	1.631352134
585	1.631128664
586	1.631031365
587	1.6308571
588	1.630690738
589	1.630594426
590	1.630403775
591	1.630160778
592	1.630018723
593	1.629880844
594	1.629799764
595	1.629659141
596	1.629528744
597	1.629409567
598	1.629301012
599	1.629233229
600	1.629163582
601	1.629050958
602	1.62878839
603	1.628604572
604	1.628533799
605	1.628384455
606	1.628210492
607	1.62820907
608	1.628124093
609	1.627977245
610	1.627799705
611	1.627635972
612	1.627524579
613	1.627366646
614	1.627284708
615	1.627111319
616	1.626824519
617	1.626644135
618	1.626507578
619	1.626318267
620	1.626159152
621	1.625958458
622	1.625775147
623	1.625603661
624	1.62548154
625	1.625323653
626	1.625219125
627	1.625006683
628	1.624886029
629	1.624723388
630	1.624654096
631	1.624558053
632	1.624417743
633	1.624132366
634	1.624015189
635	1.623829942
636	1.623742578
637	1.623590874
638	1.623467533
639	1.623244532
640	1.623135322
641	1.6229487
642	1.622885747
643	1.622712104
644	1.622561996
645	1.622469698
646	1.622372042
647	1.62214325
648	1.621961618
649	1.621879117
650	1.621672619
651	1.621571656
652	1.621473278
653	1.621374234
654	1.621281809
655	1.62117537
656	1.620955882
657	1.62085559
658	1.620703391
659	1.620485686
660	1.620402262
661	1.6201856
662	1.620095786
663	1.62004484
664	1.61988023
665	1.619618443
666	1.619527478
667	1.619400641
668	1.619398626
669	1.61922457
670	1.618991526
671	1.618814816
672	1.618717376
673	1.618641542
674	1.618488581
675	1.618400334
676	1.618180767
677	1.61809843
678	1.617952257
679	1.617831408
680	1.617699594
681	1.617545658
682	1.617437665
683	1.617255689
684	1.617128863
685	1.616888996
686	1.616691411
687	1.616622784
688	1.616456281
689	1.616229434
690	1.616087892
691	1.615957099
692	1.6159051
693	1.615753915
694	1.615748225
695	1.615640847
696	1.615569053
697	1.615399631
698	1.615304975
699	1.615165161
700	1.615089682
701	1.614931523
702	1.614851011
703	1.614756679
704	1.614640242
705	1.614480364
706	1.614404548
707	1.614306879
708	1.614217304
709	1.614011029
710	1.613853299
711	1.613729347
712	1.613448641
713	1.613245214
714	1.612989848
715	1.612866193
716	1.612780565
717	1.612643952
718	1.612543908
719	1.612424934
720	1.612313411
721	1.612211116
722	1.612142683
723	1.611892255
724	1.611681167
725	1.611440778
726	1.611318645
727	1.611269361
728	1.611109301
729	1.610927794
730	1.610860315
731	1.610770305
732	1.610661745
733	1.610539959
734	1.610485524
735	1.610243394
736	1.610186272
737	1.609992513
738	1.609868701
739	1.609713421
740	1.609659346
741	1.609470685
742	1.609279397
743	1.609101382
744	1.60898994
745	1.608893793
746	1.608750502
747	1.608685917
748	1.608579657
749	1.608428604
750	1.608237123
751	1.608173233
752	1.608031814
753	1.607813837
754	1.607758578
755	1.607660376
756	1.60758266
757	1.60737139
758	1.607124026
759	1.606945706
760	1.606783657
761	1.60669549
762	1.606551335
763	1.606421412
764	1.606322424
765	1.606237453
766	1.606108469
767	1.605931789
768	1.605715001
769	1.605548046
770	1.605412906
771	1.605239628
772	1.605211443
773	1.605134653
774	1.605060977
775	1.604960397
776	1.604864411
777	1.604683534
778	1.604560073
779	1.604409563
780	1.604184283
781	1.603954265
782	1.60373048
783	1.603659984
784	1.603508302
785	1.603370935
786	1.603234727
787	1.603136701
788	1.602887272
789	1.602701657
790	1.602574896
791	1.602487719
792	1.602384857
793	1.602244491
794	1.602067309
795	1.601946386
796	1.601816025
797	1.601748911
798	1.601688298
799	1.601568624
800	1.601436024
801	1.601284027
802	1.601192489
803	1.601084153
804	1.60091616
805	1.600720812
806	1.600646264
807	1.60053284
808	1.600432129
809	1.600356643
810	1.600297162
811	1.600215857
812	1.600150914
813	1.600009588
814	1.599866749
815	1.599693192
816	1.599497047
817	1.599358682
818	1.599258159
819	1.599108073
820	1.598929653
821	1.598808852
822	1.598759861
823	1.59865815
824	1.598550798
825	1.598401332
826	1.598289651
827	1.59818249
828	1.598046752
829	1.597949515
830	1.597893876
831	1.597790907
832	1.597656481
833	1.59753067
834	1.597414859
835	1.597201417
836	1.597121646
837	1.597027367
838	1.596833946
839	1.596660684
840	1.596595185
841	1.596351326
842	1.596194983
843	1.596104695
844	1.596020196
845	1.595957859
846	1.595884468
847	1.595780802
848	1.595634625
849	1.595539443
850	1.595448893
851	1.595359519
852	1.59524481
853	1.595067228
854	1.594890547
855	1.594811924
856	1.59467369
857	1.594585479
858	1.594488118
859	1.594405793
860	1.594334345
861	1.594244011
862	1.594102334
863	1.593951171
864	1.593738252
865	1.59359063
866	1.593453637
867	1.593281508
868	1.593223981
869	1.593142129
870	1.592991753
871	1.592852814
872	1.592785082
873	1.592725627
874	1.592674606
875	1.592502882
876	1.592409343
877	1.592332445
878	1.592143828
879	1.592014057
880	1.591897324
881	1.591714226
882	1.591561639
883	1.591492169
884	1.59139637
885	1.591307237
886	1.591191196
887	1.59107532
888	1.590983819
889	1.590874532
890	1.590715052
891	1.590563788
892	1.590449586
893	1.590308674
894	1.59010954
895	1.589999309
896	1.589871894
897	1.589795437
898	1.58972179
899	1.589593388
900	1.589453594
901	1.589262414
902	1.589202465
903	1.589070332
904	1.589011441
905	1.588890085
906	1.588781163
907	1.588735707
908	1.58861917
909	1.588476931
910	1.588388002
911	1.588285944
912	1.588101491
913	1.587939128
914	1.587839235
915	1.587755705
916	1.587642074
917	1.587497601
918	1.587324753
919	1.58717943
920	1.58705757
921	1.586944492
922	1.586903373
923	1.586787781
924	1.586621814
925	1.586514239
926	1.58641631
927	1.586277656
928	1.586084381
929	1.58598548
930	1.585921261
931	1.5858244
932	1.585734994
933	1.585652836
934	1.58546849
935	1.58537524
936	1.585309259
937	1.585207076
938	1.585122358
939	1.585062343
940	1.584982495
941	1.584814114
942	1.584715904
943	1.584582034
944	1.584501158
945	1.584426759
946	1.584334049
947	1.584299467
948	1.584240337
949	1.584068273
950	1.583965109
951	1.583832106
952	1.583702421
953	1.583558905
954	1.583489465
955	1.583298403
956	1.583093544
957	1.582914847
958	1.582784676
959	1.582658249
960	1.582534781
961	1.58242655
962	1.582356762
963	1.582209942
964	1.582140182
965	1.581998726
966	1.581913635
967	1.581801344
968	1.58173455
969	1.581541842
970	1.581428263
971	1.581323319
972	1.581174657
973	1.581058116
974	1.58096301
975	1.580898144
976	1.580798915
977	1.58070304
978	1.580553609
979	1.580504764
980	1.580436301
981	1.580235665
982	1.580088373
983	1.579958327
984	1.579918368
985	1.579787685
986	1.579730528
987	1.579581474
988	1.579485539
989	1.579263125
990	1.579071712
991	1.57893972
992	1.578880921
993	1.578777389
994	1.578666379
995	1.578535987
996	1.578486331
997	1.578360806
998	1.578181352
999	1.577994997
1000	1.577926903
1001	1.577859363
1002	1.577794961
1003	1.577679832
1004	1.577584683
1005	1.577462947
1006	1.577378886
1007	1.577275788
1008	1.577179506
1009	1.577133269
1010	1.57705382
1011	1.576961611
1012	1.576791688
1013	1.576588179
1014	1.576465232
1015	1.576364614
1016	1.576189507
1017	1.576060384
1018	1.57596177
1019	1.575873756
1020	1.575815274
1021	1.575737765
1022	1.575592642
1023	1.575476533
1024	1.575342817
1025	1.575227308
1026	1.575054489
1027	1.574902465
1028	1.574792162
1029	1.574701988
1030	1.574529642
1031	1.574377863
1032	1.574305306
1033	1.574229349
1034	1.574124259
1035	1.574028922
1036	1.573977535
1037	1.573828
1038	1.573716729
1039	1.573629537
1040	1.573522708
1041	1.573297815
1042	1.573255183
1043	1.57308968
1044	1.572999763
1045	1.572961673
1046	1.572789096
1047	1.572703835
1048	1.57259986
1049	1.572492565
1050	1.572367739
1051	1.572249402
1052	1.572100868
1053	1.57197512
1054	1.571914739
1055	1.571835104
1056	1.571788054
1057	1.571610666
1058	1.57155262
1059	1.57143099
1060	1.57130562
1061	1.57124823
1062	1.571184543
1063	1.571103249
1064	1.570962493
1065	1.570864582
1066	1.570739954
1067	1.570648682
1068	1.570445632
1069	1.570389137
1070	1.570302608
1071	1.570293567
1072	1.570154857
1073	1.570037776
1074	1.570028647
1075	1.569952489
1076	1.569855248
1077	1.569737134
1078	1.569602949
1079	1.569525915
1080	1.569381356
1081	1.569299498
1082	1.569189991
1083	1.56908891
1084	1.568940304
1085	1.568764132
1086	1.568683031
1087	1.568625841
1088	1.568541812
1089	1.568435417
1090	1.568260852
1091	1.568217917
1092	1.568038291
1093	1.567984734
1094	1.567872328
1095	1.567776001
1096	1.567707394
1097	1.567599966
1098	1.567555965
1099	1.567469755
1100	1.567229729
1101	1.567083176
1102	1.566992745
1103	1.566897436
1104	1.566842226
1105	1.566678339
1106	1.56653683
1107	1.566455018
1108	1.566299893
1109	1.566233358
1110	1.566170064
1111	1.565961631
1112	1.565804865
1113	1.565720679
1114	1.565620565
1115	1.565432452
1116	1.565341384
1117	1.565207858
1118	1.565039025
1119	1.564970408
1120	1.5649003
1121	1.564816742
1122	1.564612705
1123	1.564529127
1124	1.564380061
1125	1.564236268
1126	1.564029451
1127	1.563862658
1128	1.563768434
1129	1.563667891
1130	1.563549797
1131	1.563436708
1132	1.563371051
1133	1.563309107
1134	1.563244304
1135	1.56319732
1136	1.563022581
1137	1.562878257
1138	1.562779361
1139	1.562609754
1140	1.562518652
1141	1.562354466
1142	1.562309447
1143	1.562254444
1144	1.562098732
1145	1.562012262
1146	1.561931355
1147	1.561855177
1148	1.561719565
1149	1.56152612
1150	1.561382018
1151	1.561227716
1152	1.561016095
1153	1.560930412
1154	1.560839636
1155	1.560741457
1156	1.560573023
1157	1.560478786
1158	1.560340388
1159	1.560234798
1160	1.560122146
1161	1.560007219
1162	1.559851559
1163	1.559723605
1164	1.559615374
1165	1.559435885
1166	1.559340011
1167	1.559241404
1168	1.559144394
1169	1.558973986
1170	1.558894167
1171	1.558850058
1172	1.558758977
1173	1.55868852
1174	1.558567169
1175	1.558495329
1176	1.558336603
1177	1.558241126
1178	1.558095906
1179	1.558019497
1180	1.557883981
1181	1.557758463
1182	1.557656988
1183	1.55755673
1184	1.557415978
1185	1.557286569
1186	1.55719569
1187	1.557052333
1188	1.556914087
1189	1.556747598
1190	1.556716792
1191	1.556579205
1192	1.556404648
1193	1.556398223
1194	1.556291404
1195	1.556176768
1196	1.55604514
1197	1.555943977
1198	1.555835437
1199	1.555724765
1200	1.55559102
1201	1.555554319
1202	1.555478458
1203	1.555380108
1204	1.555198098
1205	1.555115649
1206	1.554983608
1207	1.554885291
1208	1.554781034
1209	1.554589454
1210	1.554452018
1211	1.554360097
1212	1.554262489
1213	1.554132441
1214	1.554034588
1215	1.553959165
1216	1.553779638
1217	1.553743264
1218	1.553662901
1219	1.553592113
1220	1.553516489
1221	1.553381609
1222	1.553214269
1223	1.553091116
1224	1.553010449
1225	1.552943024
1226	1.552891016
1227	1.55285618
1228	1.552719463
1229	1.552622112
1230	1.552464182
1231	1.552363877
1232	1.552233686
1233	1.552182456
1234	1.55210384
1235	1.552029794
1236	1.551880266
1237	1.551792837
1238	1.55172439
1239	1.551630832
1240	1.55149223
1241	1.551352731
1242	1.551211918
1243	1.551097767
1244	1.551016083
1245	1.550888519
1246	1.550812375
1247	1.550705881
1248	1.550628671
1249	1.550482781
1250	1.550422964
1251	1.550298275
1252	1.550218699
1253	1.550121592
1254	1.549990586
1255	1.549869109
1256	1.549769181
1257	1.549766911
1258	1.549545611
1259	1.549387256
1260	1.549261104
1261	1.549150647
1262	1.549060304
1263	1.548943954
1264	1.548861226
1265	1.548776212
1266	1.548638627
1267	1.548487733
1268	1.548440687
1269	1.548310774
1270	1.548223896
1271	1.548176045
1272	1.548113295
1273	1.548029522
1274	1.54792331
1275	1.547834222
1276	1.547765115
1277	1.547709352
1278	1.547613484
1279	1.547504001
1280	1.547429195
1281	1.547286296
1282	1.547126653
1283	1.547002142
1284	1.546826756
1285	1.546740372
1286	1.546625659
1287	1.546494173
1288	1.546391917
1289	1.54632409
1290	1.546240038
1291	1.546166387
1292	1.545948658
1293	1.54584386
1294	1.545739049
1295	1.545561398
1296	1.545461782
1297	1.545350435
1298	1.545250521
1299	1.545100611
1300	1.544977057
1301	1.544819478
1302	1.544722643
1303	1.544596529
1304	1.544522107
1305	1.54441782
1306	1.544364551
1307	1.544259566
1308	1.544181557
1309	1.544076473
1310	1.544025098
1311	1.543899417
1312	1.54381097
1313	1.543687068
1314	1.543577812
1315	1.543517766
1316	1.543423451
1317	1.543374053
1318	1.543207703
1319	1.543063366
1320	1.54301216
1321	1.54295009
1322	1.542807063
1323	1.542715441
1324	1.542593174
1325	1.542523674
1326	1.542483028
1327	1.542381744
1328	1.542259645
1329	1.542184037
1330	1.542094336
1331	1.541984264
1332	1.541916929
1333	1.541893108
1334	1.541824389
1335	1.541759634
1336	1.541654462
1337	1.541598444
1338	1.541420452
1339	1.541284215
1340	1.541188205
1341	1.541001926
1342	1.540941465
1343	1.540820725
1344	1.540741049
1345	1.540675817
1346	1.54052558
1347	1.540348431
1348	1.540276759
1349	1.54019507
1350	1.54002303
1351	1.53985208
1352	1.539761654
1353	1.539652686
1354	1.539578358
1355	1.539438907
1356	1.539307355
1357	1.53918307
1358	1.539157031
1359	1.539086324
1360	1.538882534
1361	1.538813144
1362	1.538697847
1363	1.538625382
1364	1.538439463
1365	1.538334136
1366	1.538181182
1367	1.538125615
1368	1.537971075
1369	1.537899369
1370	1.53782529
1371	1.537770457
1372	1.537698062
1373	1.537605005
1374	1.537549991
1375	1.53743018
1376	1.537277342
1377	1.537220268
1378	1.537099618
1379	1.537040916
1380	1.53696444
1381	1.53680434
1382	1.53670218
1383	1.536534692
1384	1.536394311
1385	1.536312068
1386	1.53629435
1387	1.536153686
1388	1.536064955
1389	1.5359469
1390	1.535821324
1391	1.535739221
1392	1.535678692
1393	1.535494602
1394	1.535446913
1395	1.535347701
1396	1.535188298
1397	1.535108749
1398	1.534970902
1399	1.534798092
1400	1.534613958
1401	1.534511541
1402	1.534481424
1403	1.534351091
1404	1.534276933
1405	1.534132836
1406	1.534027753
1407	1.533840919
1408	1.533732726
1409	1.533634277
1410	1.53351866
1411	1.533452883
1412	1.533294926
1413	1.533195817
1414	1.533105353
1415	1.533003278
1416	1.532865793
1417	1.532840013
1418	1.532720977
1419	1.53257321
1420	1.532476152
1421	1.532335702
1422	1.532287505
1423	1.532197917
1424	1.53205842
1425	1.532016854
1426	1.531966818
1427	1.531848398
1428	1.531747166
1429	1.531565606
1430	1.531500029
1431	1.531372584
1432	1.531230101
1433	1.531189411
1434	1.531007186
1435	1.530863736
1436	1.530767292
1437	1.530656796
1438	1.530522794
1439	1.530453787
1440	1.530360502
1441	1.530238993
1442	1.53008818
1443	1.529913826
1444	1.52980317
1445	1.529700682
1446	1.52958106
1447	1.529527749
1448	1.529473816
1449	1.529379643
1450	1.5292486
1451	1.529144933
1452	1.529055529
1453	1.528949518
1454	1.528845023
1455	1.528739221
1456	1.528584033
1457	1.528401217
1458	1.528319306
1459	1.528236233
1460	1.528144151
1461	1.528019247
1462	1.527906186
1463	1.527779293
1464	1.527743916
1465	1.527666234
1466	1.527552988
1467	1.527407037
1468	1.527300773
1469	1.527165382
1470	1.527007805
1471	1.526924432
1472	1.526770355
1473	1.52662944
1474	1.526540454
1475	1.526470706
1476	1.526365917
1477	1.526211111
1478	1.52610395
1479	1.52598938
1480	1.525904952
1481	1.525865083
1482	1.525787587
1483	1.525660061
1484	1.525563833
1485	1.525465251
1486	1.525385955
1487	1.525259954
1488	1.525187359
1489	1.525049659
1490	1.524975577
1491	1.524836089
1492	1.524773459
1493	1.524603998
1494	1.524520067
1495	1.524343514
1496	1.524236973
1497	1.524108734
1498	1.523954233
1499	1.523880078
1500	1.523739855
1501	1.523591334
1502	1.52352627
1503	1.523406063
1504	1.523271266
1505	1.523205963
1506	1.523058761
1507	1.522908478
1508	1.522803339
1509	1.522709398
1510	1.522595268
1511	1.522575087
1512	1.522471055
1513	1.522428598
1514	1.52240145
1515	1.522346498
1516	1.52223807
1517	1.522207292
1518	1.522078599
1519	1.521962707
1520	1.52178922
1521	1.521700849
1522	1.521599703
1523	1.521530596
1524	1.521399872
1525	1.521357388
1526	1.521249399
1527	1.521153362
1528	1.521121994
1529	1.521027348
1530	1.520902243
1531	1.520793917
1532	1.520717124
1533	1.520651374
1534	1.520538701
1535	1.520405381
1536	1.520309023
1537	1.520190903
1538	1.520047749
1539	1.519996542
1540	1.519873263
1541	1.519789581
1542	1.519650268
1543	1.519560551
1544	1.519472409
1545	1.519400836
1546	1.519398429
1547	1.519310637
1548	1.51926838
1549	1.519156707
1550	1.519013209
1551	1.518937933
1552	1.518861955
1553	1.518813812
1554	1.51867535
1555	1.518612408
1556	1.518524938
1557	1.518435597
1558	1.51836007
1559	1.518179928
1560	1.518058383
1561	1.517978739
1562	1.51791191
1563	1.517745734
1564	1.517628613
1565	1.517530008
1566	1.517402191
1567	1.5173222
1568	1.517174868
1569	1.517125228
1570	1.516992127
1571	1.516909691
1572	1.516779119
1573	1.516673991
1574	1.516565175
1575	1.516459728
1576	1.516416828
1577	1.516327776
1578	1.516202037
1579	1.516112612
1580	1.516047983
1581	1.515918539
1582	1.515900916
1583	1.515840459
1584	1.51576852
1585	1.515700513
1586	1.515627013
1587	1.515536479
1588	1.51548072
1589	1.515399387
1590	1.515314461
1591	1.515180008
1592	1.515014509
1593	1.514901648
1594	1.514797916
1595	1.514730651
1596	1.514566779
1597	1.51443865
1598	1.514337726
1599	1.514214475
1600	1.514076099
1601	1.513920923
1602	1.513800104
1603	1.513699043
1604	1.51354402
1605	1.513423194
1606	1.513281979
1607	1.513159988
1608	1.513030643
1609	1.512913647
1610	1.512736912
1611	1.512673675
1612	1.512571579
1613	1.512410434
1614	1.512310072
1615	1.512194319
1616	1.512103203
1617	1.512025225
1618	1.511924192
1619	1.511807136
1620	1.511654349
1621	1.511488469
1622	1.511371968
1623	1.511286524
1624	1.511188609
1625	1.51110824
1626	1.510958607
1627	1.510862407
1628	1.510772322
1629	1.510650567
1630	1.510559186
1631	1.510414512
1632	1.510361294
1633	1.510278502
1634	1.510203759
1635	1.51011172
1636	1.510089358
1637	1.510020521
1638	1.509900945
1639	1.509856608
1640	1.509793576
1641	1.509735082
1642	1.509624074
1643	1.509490679
1644	1.509416556
1645	1.509299883
1646	1.509272675
1647	1.509178669
1648	1.509028842
1649	1.508926566
1650	1.508802105
1651	1.508735717
1652	1.508677194
1653	1.508546018
1654	1.508462734
1655	1.508394069
1656	1.508232236
1657	1.508169862
1658	1.508040404
1659	1.507871986
1660	1.507798929
1661	1.507688425
1662	1.507575141
1663	1.507432738
1664	1.507365587
